Chapter ID,Character ID,Dialogue,Character Name,Species,Gender,House,Dialogue Length,sadness,joy,love,anger,fear,surprise
80,11,Very good. A little louder and very clear. Listen: Riddikulus!,Remus Lupin,Werewolf,Male,Gryffindor,62,0.0021487034,0.9842845,0.002097216,0.0073524485,0.003149997,0.00096718676
80,136,Riddikulus!,All,,,,11,0.009651887,0.44798467,0.006120734,0.4732223,0.0579589,0.0050615123
80,12,This class is ridiculous.,Draco Malfoy,Human,Male,Slytherin,25,0.012824941,0.03624478,0.0026755806,0.9325585,0.012173856,0.0035222506
80,11,"Very good. So much for the easy part. You see, the incantation alone is not enough. What really finishes a boggart is laughter. You need to force it to assume a shape you find truly amusing. Let me explain. Uh... Neville, would you join me, please? Come on, don't be shy. Come on. Come on. Hello. Neville, what frightens you most of all?",Remus Lupin,Werewolf,Male,Gryffindor,337,0.0018167507,0.9780393,0.0024466424,0.0083133215,0.0061978498,0.0031860955
80,10,Professor Snape.,Neville Longbottom,Human,Male,Gryffindor,16,0.0048334626,0.023558067,0.0069719586,0.63044,0.33098534,0.0032111648
80,11,Sorry?,Remus Lupin,Werewolf,Male,Gryffindor,6,0.13664621,0.017439181,0.0023761508,0.8310303,0.010888709,0.0016193853
80,10,Professor Snape.,Neville Longbottom,Human,Male,Gryffindor,16,0.0048334626,0.023558067,0.0069719586,0.63044,0.33098534,0.0032111648
80,11,"Professor Snape. Yes, frightens all. And I believe you live with your grandmother.",Remus Lupin,Werewolf,Male,Gryffindor,82,0.026021421,0.19523144,0.01591335,0.36790314,0.39028335,0.004647261
80,10,"Y-Yes but I don't want that boggart to turn into her, either.",Neville Longbottom,Human,Male,Gryffindor,61,0.01898487,0.35208708,0.012486639,0.5524933,0.06027531,0.003672779
80,11,"No... it won't. I want you to picture her clothes. Only her clothes, very clearly, in your mind.",Remus Lupin,Werewolf,Male,Gryffindor,96,0.053547025,0.5411023,0.025540205,0.2985906,0.077695616,0.0035242143
80,10,She carries a red handbag...,Neville Longbottom,Human,Male,Gryffindor,28,0.024691943,0.23891148,0.004821465,0.2998839,0.4292551,0.0024361634
80,11,"We don't need to hear. As long as you see it, we'll see it. Now, when I open that wardrobe... here's what I want you to do. Excuse me. Imagine Professor Snape in your grandmother's clothes. Can you do that? Yes. Wand at the ready. One, two, three. Think, Neville, think.",Remus Lupin,Werewolf,Male,Gryffindor,270,0.016213601,0.7092963,0.020200055,0.16496512,0.08557921,0.003745718
80,10,Riddikulus!,Neville Longbottom,Human,Male,Gryffindor,11,0.009651887,0.44798467,0.006120734,0.4732223,0.0579589,0.0050615123
80,11,"Wonderful, Neville, wonderful! Incredible! Okay... to the back, Neville. Everyone, form a line! Form a line! I want everyone to picture the thing they fear the very most... and turn it into something funny. Next! Ron! Concentrate. Face your fear. Be brave! Wand at the ready, Ron, wand at the ready.",Remus Lupin,Werewolf,Male,Gryffindor,299,0.0013270853,0.979345,0.0023436113,0.006210111,0.0048652696,0.0059089353
80,2,Riddikulus!,Ron Weasley,Human,Male,Gryffindor,11,0.009651887,0.44798467,0.006120734,0.4732223,0.0579589,0.0050615123
80,11,"Yes! You see? Very good, very good! Marvelous! Absolutely, very, very enjoyable! Parvati! Next! Show us what you see. Keep your nerve. Steady.",Remus Lupin,Werewolf,Male,Gryffindor,142,0.00068593485,0.9959557,0.0007339113,0.0011126423,0.0008594706,0.00065239164
80,78,Riddikulus!,Parvati Patil,Human,Female,Gryffindor,11,0.009651887,0.44798467,0.006120734,0.4732223,0.0579589,0.0050615123
80,11,"And next! Step up, step up! Wonderful, wonderful! Here! Riddikulus! Right. Sorry about that. That's enough for today. Collect your books from the back. That's the end of the lesson. Thank you! Sorry! Sorry, you can have too much of a good thing.",Remus Lupin,Werewolf,Male,Gryffindor,245,0.00090366486,0.9937703,0.0029816632,0.0011444669,0.00058720045,0.0006126979
81,7,"Now remember, these visits to Hogsmeade village are a privilege. Should your behavior reflect poorly on the school in anyway that privilege shall not be extended again. No permission form signed, no visiting the village. That's the rule, Potter.",Minerva McGonagall,Human,Female,Gryffindor,245,0.013021968,0.11092722,0.0046465388,0.8441375,0.025846135,0.0014206582
81,35,"Those with permission, follow me. Those without, stay put.",Argus Filch,Human,Male,,58,0.009440725,0.93625414,0.009556583,0.026848264,0.016743312,0.0011568016
81,1,"But professor I thought if you signed it, then I could...",Harry Potter,Human,Male,Gryffindor,57,0.009928613,0.48950273,0.008892587,0.43857875,0.05118569,0.0019115575
81,7,"I can't. Only a parent or a guardian can sign. Since I am neither, it would be inappropriate. I'm sorry, Potter. That's my final word.",Minerva McGonagall,Human,Female,Gryffindor,134,0.4254439,0.10654582,0.024897533,0.43183374,0.009468562,0.0018104609
81,1,"Forget about it, guys. See you later.",Harry Potter,Human,Male,Gryffindor,37,0.08160897,0.7438684,0.00972748,0.15101272,0.010876255,0.0029061683
81,1,"Professor, can I ask you something?",Harry Potter,Human,Male,Gryffindor,35,0.002248429,0.031141467,0.003198252,0.88952464,0.07135525,0.0025320048
81,11,"You want to know why I stopped you facing that boggart, yes? I would've thought it'd be obvious. I assumed it would take the shape of Lord Voldemort.",Remus Lupin,Werewolf,Male,Gryffindor,149,0.008259495,0.105844505,0.005098871,0.84015286,0.037764557,0.0028797854
81,1,I did think of Voldemort at first. But then I remembered that night on the train... and the dementor.,Harry Potter,Human,Male,Gryffindor,101,0.16992779,0.30818433,0.044935513,0.23944432,0.2281908,0.009317247
81,11,I'm very impressed. That suggests what you fear the most is fear itself. This is very wise.,Remus Lupin,Werewolf,Male,Gryffindor,91,0.0040266626,0.14449464,0.0041175806,0.016944172,0.025909659,0.8045074
81,1,Before I fainted... I heard something. A woman... screaming.,Harry Potter,Human,Male,Gryffindor,60,0.01339943,0.008502007,0.0018699771,0.028168466,0.9449595,0.0031005915
81,11,Dementors force us to relive our very worst memories. Our pain becomes their power.,Remus Lupin,Werewolf,Male,Gryffindor,83,0.8167452,0.06862544,0.0050493116,0.044979192,0.06342186,0.001178876
81,1,I think it was my mother... the night she was murdered.,Harry Potter,Human,Male,Gryffindor,55,0.8476719,0.0144517645,0.003344944,0.07113472,0.062014855,0.0013818055
81,11,"The very first time I saw you, Harry, I recognized you immediately. Not by your scar, by your eyes. They're your mother, Lily's. Yes. Oh, yes. I knew her. Your mother was there for me at a time when no one else was. Not only was she a singularly gifted witch... she was also an uncommonly kind woman. She had a way of seeing the beauty in others... even, and perhaps most especially, when that person could not see it in themselves. And your father, James, on the other hand... he... He had a certain, shall we say, talent for trouble. A talent, rumor has it, he passed on to you. You're more like them than you know, Harry. In time, you'll come to see just how much.",Remus Lupin,Werewolf,Male,Gryffindor,667,0.016599555,0.9299007,0.021864742,0.012620527,0.0157136,0.0033008533
82,2,"Honeyduke's Sweetshop is brilliant, but nothing beats Zonko's Joke Shop. We never did got a chance to go to the Shrieking Shack though. You heard it's the most...",Ron Weasley,Human,Male,Gryffindor,162,0.00097153883,0.9950465,0.0010149493,0.0015204751,0.00079187076,0.0006546546
82,1,The most haunted building in Britain. Yeah I know. What's going on?,Harry Potter,Human,Male,Gryffindor,67,0.036744885,0.017070217,0.0036531447,0.07750231,0.8609377,0.004091765
82,2,Probably Neville forgotten the password again.,Ron Weasley,Human,Male,Gryffindor,46,0.043817624,0.091865,0.0056480877,0.7705244,0.086003445,0.0021414224
82,10,Hey!.,Neville Longbottom,Human,Male,Gryffindor,5,0.008099354,0.08917217,0.002677434,0.88558507,0.012962532,0.0015033573
82,2,"Oh, you're there.",Ron Weasley,Human,Male,Gryffindor,17,0.05528087,0.6677111,0.021766834,0.19535278,0.053301156,0.0065872534
82,37,"Let me through, please. Excuse me! I'm Head Boy! Get back, all of you. No one is to enter this dormitory until it's been searched.",Percy Weasley,Human,Male,Gryffindor,130,0.007896203,0.15053181,0.008317182,0.47015232,0.3599558,0.0031467376
82,20,The Fat Lady! She's gone!,Ginny Weasley,Human,Female,Gryffindor,25,0.6270642,0.010506026,0.0010132171,0.35778373,0.003036324,0.0005964866
82,2,Serves her right. She was a terrible singer.,Ron Weasley,Human,Male,Gryffindor,44,0.7193324,0.08720643,0.0069779083,0.17985249,0.005538845,0.0010918574
82,3,"It's not funny, Ron.",Hermione Granger,Human,Female,Gryffindor,20,0.020954402,0.29244688,0.012845957,0.36661682,0.020405129,0.2867308
82,37,"Keep calm, everyone. Break into fours. Back to your common room. Be quiet.",Percy Weasley,Human,Male,Gryffindor,74,0.0058042607,0.96355075,0.0010996567,0.018780766,0.010185561,0.0005789889
82,4,Make way.,Albus Dumbledore,Human,Male,Gryffindor,9,0.022467338,0.6431041,0.008466865,0.2791155,0.04369252,0.0031536932
82,37,The headmaster's here.,Percy Weasley,Human,Male,Gryffindor,22,0.027350863,0.42312628,0.013312599,0.4393512,0.09069852,0.0061605517
82,4,"Come on, move.",Albus Dumbledore,Human,Male,Gryffindor,14,0.017273493,0.60874945,0.011751966,0.29825497,0.058417596,0.0055525727
82,37,You heard. Move!,Percy Weasley,Human,Male,Gryffindor,16,0.020336658,0.34586474,0.005413966,0.59363616,0.03329396,0.0014546028
82,4,Mr. Filch? Round up the ghosts. Tell them to search every painting in the castle to find the Fat Lady.,Albus Dumbledore,Human,Male,Gryffindor,102,0.098556206,0.34692326,0.008270481,0.4917055,0.052236557,0.0023079226
82,35,"There's no need for ghosts, professor. The Fat Lady's there.",Argus Filch,Human,Male,,60,0.24999125,0.46891585,0.015720837,0.2272749,0.034236584,0.003860582
82,37,Mind where you're going! Slow down! You listen! I'm Head Boy! Come back here!,Percy Weasley,Human,Male,Gryffindor,77,0.008085194,0.9204976,0.0063045514,0.05035687,0.014136489,0.0006192958
82,4,Keep moving!,Albus Dumbledore,Human,Male,Gryffindor,12,0.0020653259,0.9273246,0.003748973,0.043834887,0.021956172,0.0010700988
82,4,"Dear lady, who did this to you?",Albus Dumbledore,Human,Male,Gryffindor,31,0.001041709,0.0005862805,0.00027544113,0.9967534,0.0010711938,0.00027194642
82,141,"Eyes like the devil, he's got, and a soul as dark as his name. It's him, headmaster. The one they all talk about. He's here, somewhere in the castle! Sirius Black!",The Fat Lady,,,,163,0.06895676,0.45722553,0.017617136,0.39708254,0.05597071,0.0031473264
82,4,"Secure the castle, Mr. Filch. The rest of you, to the Great Hall.",Albus Dumbledore,Human,Male,Gryffindor,65,0.006099974,0.903052,0.005290553,0.035784714,0.048098143,0.0016746604
82,35,"I've searched the Astronomy Tower and the Owlery, sir. But there's nothing there.",Argus Filch,Human,Male,,81,0.01089085,0.1296028,0.007634645,0.38175228,0.4661656,0.0039537726
82,4,"Ah, thank you.",Albus Dumbledore,Human,Male,Gryffindor,14,0.0076297848,0.9549327,0.024377188,0.008727363,0.0026799184,0.0016530744
82,59,"The third floor's clear too, sir.",Filius Flitwick,Human (Part-Goblin),Male,Ravenclaw,33,0.009603008,0.85452354,0.008734566,0.110655054,0.014359934,0.0021239514
82,4,Very good.,Albus Dumbledore,Human,Male,Gryffindor,10,0.00051727233,0.99554837,0.000528649,0.0017488545,0.0013335948,0.0003232055
82,6,"I've done the dungeons, headmaster. No sign of Black, nor anywhere else in the castle.",Severus Snape,Human,Male,Slytherin,86,0.03943737,0.3581222,0.01322591,0.4444241,0.14090326,0.0038872228
82,4,I didn't really expect him to linger.,Albus Dumbledore,Human,Male,Gryffindor,37,0.0263139,0.6152367,0.030812593,0.25636557,0.057368245,0.013902923
82,6,"Remarkable feat, don't you think? To enter Hogwarts Castle on one's own... completely undetected?",Severus Snape,Human,Male,Slytherin,97,0.00060165324,0.96889347,0.0010171375,0.0017799606,0.02320601,0.0045018364
82,4,"Quite remarkable, yes.",Albus Dumbledore,Human,Male,Gryffindor,22,0.0042295363,0.9160332,0.0037852372,0.0073640444,0.019131174,0.04945683
82,6,Any theories on how he managed it?,Severus Snape,Human,Male,Slytherin,34,0.010608899,0.8799169,0.001618519,0.047142148,0.05935467,0.00135889
82,4,Many. Each as unlikely as the next.,Albus Dumbledore,Human,Male,Gryffindor,35,0.069245264,0.5953611,0.018255971,0.06889644,0.23782851,0.010412713
82,6,You may recall... prior to the start of term I expressed concerns... about your appointment of Professor...,Severus Snape,Human,Male,Slytherin,107,0.007648056,0.07426818,0.004843983,0.8769644,0.034696367,0.0015790394
82,4,Not a single professor inside this castle would help Sirius Black enter it. I'm quite convinced the castle is safe... and I'm more than willing to send the students back to their houses.,Albus Dumbledore,Human,Male,Gryffindor,186,0.0021396985,0.97999644,0.0016668463,0.008092132,0.0074953455,0.00060956314
82,6,What about Potter? Should he be warned?,Severus Snape,Human,Male,Slytherin,39,0.0017547952,0.0026494104,0.0012685385,0.011456341,0.9818688,0.0010019903
82,4,"Perhaps. But for now, let him sleep. For in dreams, we enter a world that's entirely our own. Let them swim in the deepest ocean or glide over the highest cloud.",Albus Dumbledore,Human,Male,Gryffindor,161,0.014857612,0.9498684,0.014381716,0.011838773,0.0077958866,0.0012575954
83,6,Turn to page 394.,Severus Snape,Human,Male,Slytherin,17,0.020237481,0.307017,0.010001235,0.5849209,0.07337105,0.00445246
83,1,"Excuse me, sir. Where's Professor Lupin?",Harry Potter,Human,Male,Gryffindor,40,0.0054617925,0.13037705,0.004273745,0.716797,0.14074044,0.0023499965
83,6,"That's not really your concern, is it, Potter? Suffice it to say your professor finds himself incapable of teaching... at the present time. Turn to page 394.",Severus Snape,Human,Male,Slytherin,157,0.12290217,0.2889048,0.0069269096,0.45180693,0.12697163,0.0024875605
83,2,Werewolves?,Ron Weasley,Human,Male,Gryffindor,11,0.010456602,0.06443599,0.010502925,0.36775014,0.5436082,0.0032462028
83,3,"But sir, we just learned about red caps and hinkypunks. We're not meant to start that for weeks.",Hermione Granger,Human,Female,Gryffindor,96,0.008121138,0.898815,0.0051786946,0.069798894,0.015996907,0.0020893838
83,6,Quiet.,Severus Snape,Human,Male,Slytherin,6,0.024891717,0.8764287,0.0074996916,0.07887633,0.0116647715,0.00063884037
83,2,When did she come in? Did you see her come in?,Ron Weasley,Human,Male,Gryffindor,46,0.0065127728,0.23456,0.0046051852,0.41524038,0.33587694,0.0032047422
83,6,"Now, which one of you can tell me the difference... between an Animagus and a werewolf? No one? How disappointing.",Severus Snape,Human,Male,Slytherin,114,0.10715872,0.674124,0.009618687,0.17981438,0.026323592,0.0029606726
83,3,"Please, sir. An Animagus is a wizard who elects to turn into an animal. A werewolf has no choice. With each full moon, when he transforms, he no longer remembers who he is. He'd kill his best friend if he crossed his path. Furthermore, the werewolf only responds to the call of its own kind.",Hermione Granger,Human,Female,Gryffindor,291,0.024195021,0.3534453,0.010835592,0.5304342,0.078262776,0.0028271333
83,6,"Thank you, Mr. Malfoy. That's the second time... you've spoken out of turn, Miss Granger. Are you incapable of restraining yourself... or do you take pride in being an insufferable know-it-all?",Severus Snape,Human,Male,Slytherin,193,0.002293397,0.0030939344,0.00084406947,0.99079436,0.002376997,0.0005972636
83,2,"He's got a point, you know.",Ron Weasley,Human,Male,Gryffindor,27,0.025212793,0.47935495,0.01280487,0.45110577,0.026428614,0.0050930073
83,6,"Five points from Gryffindor. As an antidote to your ignorance, and on my desk, by Monday morning... two rolls of parchment on the werewolf, with emphasis... on recognizing it.",Severus Snape,Human,Male,Slytherin,175,0.028552996,0.56560105,0.011817009,0.3271017,0.06378532,0.003141889
83,1,"Sir, it's Quidditch tomorrow.",Harry Potter,Human,Male,Gryffindor,29,0.0097850375,0.23204266,0.007591526,0.7102441,0.03675175,0.003584892
83,6,"Then I suggest you take extra care, Mr. Potter. Loss of limb will not excuse you. Page 394. The term werewolf... is a contraction of the Anglo-Saxon word were... which means man, and wolf. Werewolf, man-wolf. There are several ways to become a werewolf. They include being given the power of shape-shifting... being bitten by a werewolf...",Severus Snape,Human,Male,Slytherin,339,0.05551346,0.21950209,0.014381475,0.23774341,0.46897817,0.0038813911
84,3,"Go, Harry! Go, Harry!",Hermione Granger,Human,Female,Gryffindor,21,0.005927841,0.8819117,0.0070302207,0.06580499,0.036628723,0.0026965747
84,4,Arresto momentum!,Albus Dumbledore,Human,Male,Gryffindor,17,0.0058560786,0.28545,0.007953351,0.5396859,0.15818289,0.002871777
84,2,"He looks a bit peaky, doesn't he?",Ron Weasley,Human,Male,Gryffindor,33,0.0026435682,0.9898644,0.002036882,0.00279921,0.0022369772,0.0004189601
84,14,Peaky? What do you expect? He fell over 100 feet.,Fred Weasley,Human,Male,Gryffindor,49,0.037036225,0.038265288,0.0026287274,0.06758737,0.84648234,0.0080000805
84,19,"Yeah, come on Ron, let's walk you off the astronomy tower and see what you look like.",George Weasley,Human,Male,Gryffindor,85,0.0048890677,0.95740837,0.0035808913,0.023073327,0.00918323,0.0018650948
84,1,Probably a right sight better than he normally does.,Harry Potter,Human,Male,Gryffindor,52,0.018404217,0.8090469,0.00878615,0.11168781,0.049164027,0.0029109123
84,3,How are you feeling?,Hermione Granger,Human,Female,Gryffindor,20,0.005766981,0.9903335,0.0010010434,0.00094789814,0.0016360672,0.00031464535
84,1,"Oh, brilliant.",Harry Potter,Human,Male,Gryffindor,14,0.0026529734,0.98516405,0.0017505968,0.004244221,0.0029257012,0.0032624365
84,14,"You gave us a right good scare there, mate.",Fred Weasley,Human,Male,Gryffindor,43,0.011086713,0.7596988,0.008067986,0.17300178,0.045358863,0.0027857681
84,1,What happened?,Harry Potter,Human,Male,Gryffindor,14,0.004484938,0.010376881,0.0014636992,0.33982876,0.63978845,0.004057267
84,2,"Well, you fell off your broom.",Ron Weasley,Human,Male,Gryffindor,30,0.0412136,0.067892015,0.0032724526,0.3238886,0.5543801,0.009353211
84,1,Really? I meant the match. Who won?,Harry Potter,Human,Male,Gryffindor,35,0.01175223,0.18659131,0.0016869087,0.7491443,0.046913907,0.0039112875
84,3,"Umm... no one blames you, Harry. The dementors aren't supposed to come inside the grounds. Dumbledore's furious. As soon as he saved you, he sent them off.",Hermione Granger,Human,Female,Gryffindor,155,0.004916743,0.010184313,0.001144315,0.96738654,0.015647259,0.0007208366
84,2,"There's something else you should know too. When you fell, your broom sort of blew into the Whomping Willow, and... Well...",Ron Weasley,Human,Male,Gryffindor,123,0.055374272,0.22500998,0.0047547724,0.23665282,0.47151616,0.0066920826
84,11,I'm sorry to hear about your broomstick. Is there no chance of fixing it?,Remus Lupin,Werewolf,Male,Gryffindor,73,0.34387174,0.14891239,0.004485031,0.48123923,0.019812584,0.0016789811
84,1,"No. Professor, why do the dementors affect me so? I mean, more than everyone else?",Harry Potter,Human,Male,Gryffindor,82,0.009158268,0.06836371,0.0024298476,0.8441289,0.07447472,0.0014445212
84,11,"Listen. Dementors are amongst the foulest creatures to walk this earth. They feed on every good feeling, every happy memory... until a person is left with absolutely nothing but his worst experiences. You are not weak, Harry. The dementors affect you most because there are true horrors in your past. Horrors your classmates can scarcely imagine. You have nothing to be ashamed of.",Remus Lupin,Werewolf,Male,Gryffindor,381,0.036360737,0.9462281,0.0018345453,0.010414815,0.0044955816,0.0006662792
84,1,"I'm scared, professor.",Harry Potter,Human,Male,Gryffindor,22,0.0024022618,0.0027519476,0.0011026198,0.006841336,0.98553157,0.0013702918
84,11,Well I'd consider you a fool if you weren't.,Remus Lupin,Werewolf,Male,Gryffindor,44,0.042667817,0.29491073,0.0056253476,0.6377255,0.015759004,0.0033115442
84,1,I need to know how to fight them. You could teach me. You made that dementor on the train go away.,Harry Potter,Human,Male,Gryffindor,98,0.039191503,0.27521876,0.005791594,0.6378633,0.03929055,0.0026443524
84,11,There was only one that night.,Remus Lupin,Werewolf,Male,Gryffindor,30,0.03327385,0.5163219,0.019865932,0.22735764,0.19502272,0.008157923
84,1,But you made it go away.,Harry Potter,Human,Male,Gryffindor,24,0.031372584,0.17152688,0.0076459004,0.75307435,0.03293059,0.0034497
84,11,"I don't pretend to be an expert, Harry. But as the dementors seem to have developed a particular interest in you... perhaps I should teach you. But after the holidays. For now, I need to rest.",Remus Lupin,Werewolf,Male,Gryffindor,192,0.029949334,0.82325566,0.01515047,0.10610879,0.02342673,0.0021090372
85,35,"Last call for Hogsmeade! Come on, now!",Argus Filch,Human,Male,,38,0.004334605,0.8523903,0.008197549,0.1053919,0.028422553,0.0012631442
85,1,"Guys, let me go.",Harry Potter,Human,Male,Gryffindor,16,0.018879581,0.7370019,0.009158723,0.20741427,0.02430708,0.0032384645
85,14,"Clever, Harry.",Fred Weasley,Human,Male,Gryffindor,14,0.0052511697,0.96792835,0.0043793856,0.011916285,0.008522043,0.0020027882
85,19,"But not clever enough. Besides, we've got a better way.",George Weasley,Human,Male,Gryffindor,55,0.0023511536,0.9865789,0.0013077346,0.0047560036,0.0037604147,0.0012458543
85,1,I'm trying to get to Hogsmeade.,Harry Potter,Human,Male,Gryffindor,31,0.023975909,0.2729427,0.009179395,0.44829753,0.24041109,0.0051933634
85,14,We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.,Fred Weasley,Human,Male,Gryffindor,90,0.005769796,0.9599866,0.0042327233,0.019049142,0.009778914,0.0011828024
85,19,We know. Don't worry. We'll get you there. We'll show you a quicker way. If you pipe down.,George Weasley,Human,Male,Gryffindor,90,0.005769796,0.9599866,0.0042327233,0.019049142,0.009778914,0.0011828024
85,14,Oh. Bless him.,Fred Weasley,Human,Male,Gryffindor,14,0.013177818,0.8485631,0.12446722,0.009363335,0.0022552223,0.0021733055
85,1,"Let me go! Come on, guys. Don't...",Harry Potter,Human,Male,Gryffindor,34,0.006904388,0.6830268,0.0049088546,0.28920725,0.014558798,0.0013939772
85,19,"Now, Harry.",George Weasley,Human,Male,Gryffindor,11,0.003358287,0.038864553,0.0021198255,0.91565764,0.038850248,0.0011494063
85,14,Come and join the big boys.,Fred Weasley,Human,Male,Gryffindor,27,0.016800897,0.9248782,0.014503244,0.035161626,0.0064370097,0.0022191738
85,19,Come and join the big boys.,George Weasley,Human,Male,Gryffindor,27,0.016800897,0.9248782,0.014503244,0.035161626,0.0064370097,0.0022191738
85,1,What are you doing?!,Harry Potter,Human,Male,Gryffindor,20,0.0020765464,0.009899764,0.0007166395,0.9793428,0.007251648,0.00071260356
85,1,What's this rubbish?,Harry Potter,Human,Male,Gryffindor,20,0.004217606,0.0041406085,0.00046954287,0.9885322,0.0017784087,0.00086162076
85,14,What's this rubbish? he says. That there it's the secret to our success.,Fred Weasley,Human,Male,Gryffindor,72,0.009882765,0.9649616,0.00390914,0.015582596,0.004334751,0.0013291049
85,19,It's a wrench giving it to you believe me. But we've decided your needs are greater than ours.,George Weasley,Human,Male,Gryffindor,94,0.029688394,0.81686175,0.017134264,0.11909414,0.015142542,0.0020789546
85,14,"George, if you will.",Fred Weasley,Human,Male,Gryffindor,20,0.020556401,0.43109286,0.022122277,0.49185646,0.030354798,0.004017238
85,19,I solemnly swear that I am up to no good.,George Weasley,Human,Male,Gryffindor,41,0.0101113245,0.9524077,0.0034925463,0.020122053,0.012371327,0.0014951344
85,1,"Mr's. Moony, Wormtail, Padfoot and Prongs... are proud to present the Marauder's Map.",Harry Potter,Human,Male,Gryffindor,85,0.0041363556,0.97789496,0.0013530762,0.012595993,0.0035312606,0.00048833044
85,19,We owe them so much.,George Weasley,Human,Male,Gryffindor,20,0.08573986,0.76238924,0.030144984,0.1120245,0.007545771,0.0021555957
85,1,Hang on. This is Hogwarts. And that... No. Is that really...?,Harry Potter,Human,Male,Gryffindor,61,0.010763097,0.57423747,0.007753082,0.17349833,0.22665097,0.007097015
85,14,Dumbledore.,Fred Weasley,Human,Male,Gryffindor,11,0.019087017,0.16192536,0.0067014964,0.5913799,0.21739064,0.0035156452
85,19,In his study.,George Weasley,Human,Male,Gryffindor,13,0.014338186,0.1203195,0.0045782197,0.7601529,0.09789569,0.0027154146
85,14,Pacing.,Fred Weasley,Human,Male,Gryffindor,7,0.00962133,0.11713808,0.0035858422,0.72733945,0.14032115,0.001994196
85,19,Does that a lot.,George Weasley,Human,Male,Gryffindor,16,0.03547389,0.64491034,0.015613526,0.25716168,0.041351985,0.0054885666
85,1,So you mean this map shows...,Harry Potter,Human,Male,Gryffindor,29,0.006691286,0.1051078,0.002234086,0.84566504,0.038729608,0.0015722176
85,14,Everyone.,Fred Weasley,Human,Male,Gryffindor,9,0.007992425,0.05947903,0.0027221167,0.9219606,0.0069945846,0.00085117103
85,1,Everyone?,Harry Potter,Human,Male,Gryffindor,9,0.020252062,0.19091699,0.005831377,0.73776776,0.043291125,0.0019407129
85,19,Everyone.,George Weasley,Human,Male,Gryffindor,9,0.007992425,0.05947903,0.0027221167,0.9219606,0.0069945846,0.00085117103
85,14,Where they are.,Fred Weasley,Human,Male,Gryffindor,15,0.03874213,0.71193427,0.014181557,0.15475577,0.07551607,0.0048702173
85,19,What they're doing.,George Weasley,Human,Male,Gryffindor,19,0.022369714,0.45707914,0.013357561,0.44476953,0.057353098,0.0050709257
85,14,Every minute.,Fred Weasley,Human,Male,Gryffindor,13,0.029972885,0.39585316,0.019209689,0.5148458,0.03695904,0.0031595067
85,19,Of every day.,George Weasley,Human,Male,Gryffindor,13,0.03624882,0.4782769,0.0114819165,0.42613766,0.04430927,0.003545345
85,1,Brilliant! Where did you get it?,Harry Potter,Human,Male,Gryffindor,32,0.00020624542,0.997703,0.0004353112,0.00035451152,0.0005221314,0.00077875773
85,14,"Knicked it from Filch's office, of course. First year.",Fred Weasley,Human,Male,Gryffindor,54,0.008100422,0.0389494,0.0030192288,0.9174097,0.0301946,0.0023267155
85,19,"Now listen, there are seven secret passageways... out of the castle. We'd recommend",George Weasley,Human,Male,Gryffindor,83,0.015338454,0.66211087,0.014031899,0.06637646,0.23899773,0.0031446016
85,14,This one.,Fred Weasley,Human,Male,Gryffindor,9,0.003917595,0.043617837,0.0021448783,0.93164027,0.01754185,0.0011376186
85,19,This one.,George Weasley,Human,Male,Gryffindor,9,0.003917595,0.043617837,0.0021448783,0.93164027,0.01754185,0.0011376186
85,14,The One-Eyed Witch passageway.,Fred Weasley,Human,Male,Gryffindor,30,0.046209298,0.29424694,0.019341089,0.38988245,0.24274424,0.0075759795
85,19,It'll lead you straight to Honeyduke's seller.,George Weasley,Human,Male,Gryffindor,46,0.029437406,0.592049,0.026931472,0.2596683,0.08788633,0.0040274975
85,14,You best hurry. Filch is heading this way.,Fred Weasley,Human,Male,Gryffindor,42,0.014277436,0.6804145,0.008418327,0.21315616,0.08066782,0.0030656925
85,19,"Oh and Harry don't forget. When you're done, just give it a tap and say:",George Weasley,Human,Male,Gryffindor,72,0.011786332,0.92153645,0.0039596814,0.049405005,0.012075115,0.0012374441
85,14,"Mischief managed. Otherwise, anyone can read it.",Fred Weasley,Human,Male,Gryffindor,48,0.047693387,0.2912585,0.0041609835,0.61346245,0.041752297,0.0016723382
85,19,"Mischief managed. Otherwise, anyone can read it.",George Weasley,Human,Male,Gryffindor,48,0.047693387,0.2912585,0.0041609835,0.61346245,0.041752297,0.0016723382
86,126,"Now, how much do you want? Delicious.",Other,,,,37,0.0009818666,0.98748046,0.00739928,0.0022605667,0.001233815,0.00064405747
86,3,It's meant to be the most haunted building in Britain. Did I mention that?,Hermione Granger,Human,Female,Gryffindor,74,0.06443823,0.026651867,0.0061025172,0.08526033,0.8129256,0.0046214834
86,2,Twice.,Ron Weasley,Human,Male,Gryffindor,6,0.0058318623,0.051688172,0.005501347,0.76592696,0.16879618,0.002255524
86,3,Do you want to move a bit closer?,Hermione Granger,Human,Female,Gryffindor,33,0.0063711097,0.84102786,0.014315421,0.05130046,0.084886745,0.002098405
86,2,To the Shrieking Shack?,Ron Weasley,Human,Male,Gryffindor,23,0.0044165323,0.0637639,0.0034794104,0.46297005,0.4622905,0.0030795543
86,2,"Actually, I'm fine here.",Ron Weasley,Human,Male,Gryffindor,24,0.002424625,0.9915559,0.0007316122,0.0026491452,0.002039014,0.0005997223
