,Dialogue ID,Chapter ID,Place ID,Character ID,Dialogue,Movie ID,Character Name,speaker,dialogue,Emotion
1467,1468,54,46,3,Cheers!,2,Hermione Granger,hermione granger,Cheers!,joy
1468,1469,54,46,2,I think I'm gonna be sick!,2,Ron Weasley,ron weasley,I think I'm gonna be sick!,surprise
1471,1472,54,46,2,Uh Harry?,2,Ron Weasley,ron weasley,Uh Harry?,surprise
1472,1473,54,46,1,Ron!,2,Harry Potter,harry potter,Ron!,surprise
1473,1474,54,46,2,Bloody hell!,2,Ron Weasley,ron weasley,Bloody hell!,anger
1478,1479,54,46,3,I- I don't think I'm going. You go on without me!,2,Hermione Granger,hermione granger,I- I don't think I'm going. You go on without me!,surprise
1479,1480,54,46,1,"Hermione, are you okay?",2,Harry Potter,harry potter,"Hermione, are you okay?",anger
1480,1481,54,46,3,Just go. You're wasting time!,2,Hermione Granger,hermione granger,Just go. You're wasting time!,anger
1481,1482,54,46,1,Come on.,2,Harry Potter,harry potter,Come on.,anger
1484,1485,55,28,37,Excuse me.,2,Percy Weasley,percy weasley,Excuse me.,anger
1485,1486,55,28,2,"What are you doing d- uh, I mean What are you doing down here?",2,Ron Weasley,ron weasley,"What are you doing d- uh, I mean What are you doing down here?",surprise
1488,1489,55,28,1,I'm,2,Harry Potter,harry potter,I'm,surprise
1489,1490,55,28,12,"Crabbe, Goyle! Where have you two been? Pigging out in the Great Hall all this time? Why are you wearing glasses?",2,Draco Malfoy,draco malfoy,"Crabbe, Goyle! Where have you two been? Pigging out in the Great Hall all this time? Why are you wearing glasses?",surprise
1491,1492,55,28,12,Reading?,2,Draco Malfoy,draco malfoy,Reading?,surprise
1492,1493,55,28,1,Uh-huh.,2,Harry Potter,harry potter,Uh-huh.,fear
1493,1494,55,28,12,"I didn't know you could read. And what are you doing down here, Weasley?",2,Draco Malfoy,draco malfoy,"I didn't know you could read. And what are you doing down here, Weasley?",surprise
1496,1497,55,57,2,AhemStomachache.,2,Ron Weasley,ron weasley,AhemStomachache.,sadness
1497,1498,55,57,12,"You know, I'm surprised that the Daily Prophet hasn't done a report on all these attacks. I suppose Dumbledore is trying to hush it all up. Father always said Dumbledore was the worst thing that ever happened to this place.",2,Draco Malfoy,draco malfoy,"You know, I'm surprised that the Daily Prophet hasn't done a report on all these attacks. I suppose Dumbledore is trying to hush it all up. Father always said Dumbledore was the worst thing that ever happened to this place.",surprise
1498,1499,55,57,1,You're wrong!,2,Harry Potter,harry potter,You're wrong!,anger
1500,1501,55,57,1,Harry Potter?,2,Harry Potter,harry potter,Harry Potter?,surprise
1501,1502,55,57,12,"Good one, Goyle. You're absolutely right. Saint Potter. And people actually think that he's the Heir of Slytherin!",2,Draco Malfoy,draco malfoy,"Good one, Goyle. You're absolutely right. Saint Potter. And people actually think that he's the Heir of Slytherin!",surprise
1505,1506,55,57,2,S- scar.,2,Ron Weasley,ron weasley,S- scar.,sadness
1507,1508,55,57,12,Hey! Where are you going?,2,Draco Malfoy,draco malfoy,Hey! Where are you going?,surprise
1508,1509,55,46,2,That was close!,2,Ron Weasley,ron weasley,That was close!,surprise
1509,1510,55,46,1,"Hermione, come out. We've got loads to tell you!",2,Harry Potter,harry potter,"Hermione, come out. We've got loads to tell you!",anger
1510,1511,55,46,3,Go away!,2,Hermione Granger,hermione granger,Go away!,anger
1512,1513,55,46,1,Hermione? A- are you OK?,2,Harry Potter,harry potter,Hermione? A- are you OK?,surprise
1513,1514,55,46,39,Aaah!,2,Moaning Myrtle,moaning myrtle,Aaah!,joy
1515,1516,55,46,39,"Hee, ha, ha!",2,Moaning Myrtle,moaning myrtle,"Hee, ha, ha!",joy
1517,1518,55,46,39,"Ha, ha, ha!",2,Moaning Myrtle,moaning myrtle,"Ha, ha, ha!",joy
1519,1520,56,46,1,"She should be out of hospital in a few days, when she stops coughing up fur balls What's this?",2,Harry Potter,harry potter,"She should be out of hospital in a few days, when she stops coughing up fur balls What's this?",surprise
1522,1523,56,46,39,"Oooh, oooh, ooooh, huhâ huh. Come to throw something else at me?",2,Moaning Myrtle,moaning myrtle,"Oooh, oooh, ooooh, huhâ huh. Come to throw something else at me?",surprise
1523,1524,56,46,1,Why would I throw something at you?,2,Harry Potter,harry potter,Why would I throw something at you?,anger
1524,1525,56,46,39,"Don't ask me! Here I am, minding my own business, and someone thinks it's funny to throw a book at me.",2,Moaning Myrtle,moaning myrtle,"Don't ask me! Here I am, minding my own business, and someone thinks it's funny to throw a book at me.",anger
1525,1526,56,46,2,"But, it can't hurt if someone throws something at you. I mean, it'll just go right through you.",2,Ron Weasley,ron weasley,"But, it can't hurt if someone throws something at you. I mean, it'll just go right through you.",anger
1526,1527,56,46,39,Sure! Let's all throw books at Myrtle because she can't feel it! Ten points if you get through her stomach! Fifty points if it goes through her head!,2,Moaning Myrtle,moaning myrtle,Sure! Let's all throw books at Myrtle because she can't feel it! Ten points if you get through her stomach! Fifty points if it goes through her head!,anger
1527,1528,56,46,1,"But, who threw it at you, anyway?",2,Harry Potter,harry potter,"But, who threw it at you, anyway?",anger
1528,1529,56,46,39,"I don't know, I didn't see them. I was just sitting in the Ubend thinking about death - aah - and it fell through the top of my head. Uhhuh. Whoo-oooh-whoooo",2,Moaning Myrtle,moaning myrtle,"I don't know, I didn't see them. I was just sitting in the Ubend thinking about death - aah - and it fell through the top of my head. Uhhuh. Whoo-oooh-whoooo",surprise
1534,1535,56,39,1,'Can you tell me?',2,Harry Potter,harry potter,'Can you tell me?',fear
1536,1537,57,60,1,Excuse me. Could you tell me what's going on here? Are you Tom Riddle?,2,Harry Potter,harry potter,Excuse me. Could you tell me what's going on here? Are you Tom Riddle?,surprise
1539,1540,57,60,1,Dumbledore?,2,Harry Potter,harry potter,Dumbledore?,surprise
1542,1543,57,60,4,"I'm afraid they are, Tom. They are true.",2,Albus Dumbledore,albus dumbledore,"I'm afraid they are, Tom. They are true.",fear
1544,1545,57,60,4,"I understand Tom, but I'm afraid Headmaster Dippet may have no choice.",2,Albus Dumbledore,albus dumbledore,"I understand Tom, but I'm afraid Headmaster Dippet may have no choice.",fear
1545,1546,57,60,24,Sir- if it all stopped- if the person responsible was caught--,2,Tom Riddle,tom riddle,Sir- if it all stopped- if the person responsible was caught--,anger
1552,1553,57,60,5,You can't! You don't understand.,2,Rubeus Hagrid,rubeus hagrid,You can't! You don't understand.,anger
1554,1555,57,60,5,It wasn't him. Aragog never killed no one! Never!,2,Rubeus Hagrid,rubeus hagrid,It wasn't him. Aragog never killed no one! Never!,anger
1556,1557,57,60,5,No!,2,Rubeus Hagrid,rubeus hagrid,No!,anger
1557,1558,57,60,24,"Stand aside, Hagrid!",2,Tom Riddle,tom riddle,"Stand aside, Hagrid!",anger
1558,1559,57,60,5,No!,2,Rubeus Hagrid,rubeus hagrid,No!,anger
1559,1560,57,60,24,Cistem aperio! Arania exumai!,2,Tom Riddle,tom riddle,Cistem aperio! Arania exumai!,joy
1560,1561,57,60,5,Aragog! Aragog!,2,Rubeus Hagrid,rubeus hagrid,Aragog! Aragog!,surprise
1561,1562,57,60,24,"I can't let you go. They'll have your wand for this, Hagrid. You'll be expelled.",2,Tom Riddle,tom riddle,"I can't let you go. They'll have your wand for this, Hagrid. You'll be expelled.",anger
1562,1563,57,60,1,Hagrid! Haagriid!,2,Harry Potter,harry potter,Hagrid! Haagriid!,joy
1563,1564,57,60,1,Woah!,2,Harry Potter,harry potter,Woah!,surprise
1567,1568,58,45,1,"The monster had killed somebody, Ron. What would any of us have done?",2,Harry Potter,harry potter,"The monster had killed somebody, Ron. What would any of us have done?",anger
1568,1569,58,45,3,Look. Hagrid's our friend. Why don't we just go and ask him about it?,2,Hermione Granger,hermione granger,Look. Hagrid's our friend. Why don't we just go and ask him about it?,anger
1569,1570,58,45,2,"That'll be a cheerful visit! Hello, Hagrid! Tell us, have you been setting anything mad and hairy loose in the castle lately?â",2,Ron Weasley,ron weasley,"That'll be a cheerful visit! Hello, Hagrid! Tell us, have you been setting anything mad and hairy loose in the castle lately?â",joy
1570,1571,58,45,5,"Mad and hairy? You wouldn't be talking about me now, would ya?",2,Rubeus Hagrid,rubeus hagrid,"Mad and hairy? You wouldn't be talking about me now, would ya?",anger
1571,1572,58,45,1,No!,2,Harry Potter,harry potter,No!,anger
1572,1573,58,45,2,No!,2,Ron Weasley,ron weasley,No!,anger
1573,1574,58,45,3,No!,2,Hermione Granger,hermione granger,No!,anger
1574,1575,58,45,1,"W- what's that you've got, Hagrid?",2,Harry Potter,harry potter,"W- what's that you've got, Hagrid?",surprise
1576,1577,58,45,5,"Hello, Neville!",2,Rubeus Hagrid,rubeus hagrid,"Hello, Neville!",joy
1577,1578,58,39,10,"Harry- I don't know who did it, but you'd better come! Come on!",2,Neville Longbottom,neville longbottom,"Harry- I don't know who did it, but you'd better come! Come on!",anger
1582,1583,58,51,14,"And not to mention, they're dead scared that Harry'll Petrify them if they fly anywhere near him.",2,Fred Weasley,fred weasley,"And not to mention, they're dead scared that Harry'll Petrify them if they fly anywhere near him.",fear
1584,1585,58,51,7,This match has been cancelled.,2,Minerva McGonagall,minerva mcgonagall,This match has been cancelled.,sadness
1585,1586,58,51,46,We can't cancel Quidditch.,2,Oliver Wood,oliver wood,We can't cancel Quidditch.,sadness
1587,1588,58,43,7,"I warn you, this could be a wee bit of a shock.",2,Minerva McGonagall,minerva mcgonagall,"I warn you, this could be a wee bit of a shock.",surprise
1588,1589,58,43,2,Hermione!,2,Ron Weasley,ron weasley,Hermione!,surprise
1592,1593,58,43,1,"We've got to talk to Hagrid, Ron. I can't believe it's him, but if he did set the monster loose last time, he'll know how to get inside the Chamber of Secrets, and that's a start.",2,Harry Potter,harry potter,"We've got to talk to Hagrid, Ron. I can't believe it's him, but if he did set the monster loose last time, he'll know how to get inside the Chamber of Secrets, and that's a start.",surprise
1593,1594,58,43,2,But you heard McGonagall! We're not allowed to leave the tower except for class.,2,Ron Weasley,ron weasley,But you heard McGonagall! We're not allowed to leave the tower except for class.,surprise
1595,1596,59,40,5,Who's there? Hello? Hello?,2,Rubeus Hagrid,rubeus hagrid,Who's there? Hello? Hello?,surprise
1596,1597,59,40,1,What's that for?,2,Harry Potter,harry potter,What's that for?,surprise
1597,1598,59,40,5,"Oh, nothing. I- I was expecting, ah It doesn't matter- come on inI just made a pot o' tea.",2,Rubeus Hagrid,rubeus hagrid,"Oh, nothing. I- I was expecting, ah It doesn't matter- come on inI just made a pot o' tea.",surprise
1600,1601,59,40,1,Did you hear about Hermione?,2,Harry Potter,harry potter,Did you hear about Hermione?,surprise
1603,1604,59,40,5,"What you had to understand about that is-  Quick under the cloak. Don't say a word. Be quiet, both o' you Professor Dumbledore, sir!",2,Rubeus Hagrid,rubeus hagrid,"What you had to understand about that is-  Quick under the cloak. Don't say a word. Be quiet, both o' you Professor Dumbledore, sir!",fear
1604,1605,59,40,4,"Good evening, Hagrid. I wonder, could we?",2,Albus Dumbledore,albus dumbledore,"Good evening, Hagrid. I wonder, could we?",surprise
1605,1606,59,40,5,Of course! Come in! Come in.,2,Rubeus Hagrid,rubeus hagrid,Of course! Come in! Come in.,anger
1606,1607,59,40,2,"That's Dad's boss! Cornelius Fudge, Minister of Magic!",2,Ron Weasley,ron weasley,"That's Dad's boss! Cornelius Fudge, Minister of Magic!",anger
1608,1609,59,40,5,"Oh, but I never- you know I never, Professor!",2,Rubeus Hagrid,rubeus hagrid,"Oh, but I never- you know I never, Professor!",surprise
1610,1611,59,40,17,"Albus look, Hagrid's record is against him. I've got to take him.",2,Cornelius Fudge,cornelius fudge,"Albus look, Hagrid's record is against him. I've got to take him.",anger
1612,1613,59,40,17,"I'm afraid we have no choice, Hagrid.",2,Cornelius Fudge,cornelius fudge,"I'm afraid we have no choice, Hagrid.",fear
1614,1615,59,40,5,What're you doin' here? Get outta my house!,2,Rubeus Hagrid,rubeus hagrid,What're you doin' here? Get outta my house!,anger
1615,1616,59,40,23,"Believe me, I take absolutely no pleasure being inside your-- you call this a house? Huh! No. I simply called at the school, and was told the headmaster was here.",2,Lucius Malfoy,lucius malfoy,"Believe me, I take absolutely no pleasure being inside your-- you call this a house? Huh! No. I simply called at the school, and was told the headmaster was here.",surprise
1617,1618,59,40,23,"The other governors and I have decided it's time for you to step aside. This is an order of suspension. You'll find all twelve signatures on it. I'm afraid we feel you've rather lost your touch. Well, what, with all these attacks, there'll be no Muggle-borns left at Hogwarts. I can only imagine what an awful loss that would be to the school.",2,Lucius Malfoy,lucius malfoy,"The other governors and I have decided it's time for you to step aside. This is an order of suspension. You'll find all twelve signatures on it. I'm afraid we feel you've rather lost your touch. Well, what, with all these attacks, there'll be no Muggle-borns left at Hogwarts. I can only imagine what an awful loss that would be to the school.",fear
1618,1619,59,40,5,"Yeh can' take Professor Dumbledore away. Take him away, an' the Muggle-borns won' stand a chance! You mark my words, there'll be killin's next!",2,Rubeus Hagrid,rubeus hagrid,"Yeh can' take Professor Dumbledore away. Take him away, an' the Muggle-borns won' stand a chance! You mark my words, there'll be killin's next!",anger
1619,1620,59,40,23,You think so?,2,Lucius Malfoy,lucius malfoy,You think so?,surprise
1621,1622,59,40,23,Admirable sentiments. Shall we? Fudge!,2,Lucius Malfoy,lucius malfoy,Admirable sentiments. Shall we? Fudge!,anger
1624,1625,59,40,17,Good boy.,2,Cornelius Fudge,cornelius fudge,Good boy.,joy
1625,1626,59,40,2,"Hagrid's right! With Dumbledore gone, there'll be an attack a day!",2,Ron Weasley,ron weasley,"Hagrid's right! With Dumbledore gone, there'll be an attack a day!",fear
1626,1627,59,40,1,"Look! Well, come on. Come on, Fang!",2,Harry Potter,harry potter,"Look! Well, come on. Come on, Fang!",anger
1627,1628,60,35,2,What?!,2,Ron Weasley,ron weasley,What?!,surprise
1629,1630,60,35,2,They're headed to the Dark Forest! Why spiders! Why couldn't it be follow the butterflies?â,2,Ron Weasley,ron weasley,They're headed to the Dark Forest! Why spiders! Why couldn't it be follow the butterflies?â,surprise
1633,1634,60,35,1,Come on!,2,Harry Potter,harry potter,Come on!,anger
1634,1635,60,35,68,Who is it?,2,Aragog,aragog,Who is it?,surprise
1635,1636,60,35,1,Don't panic.,2,Harry Potter,harry potter,Don't panic.,fear
1636,1637,60,35,68,Hagrid? Is that you?,2,Aragog,aragog,Hagrid? Is that you?,surprise
1637,1638,60,35,1,We're friends of Hagrid's. And you? Y- y-you're Aragog aren't you?,2,Harry Potter,harry potter,We're friends of Hagrid's. And you? Y- y-you're Aragog aren't you?,surprise
1639,1640,60,35,1,"He's in trouble. Up at the school, there have been attacks. They think it's Hagrid. They think he opened the Chamber of Secrets, like before.",2,Harry Potter,harry potter,"He's in trouble. Up at the school, there have been attacks. They think it's Hagrid. They think he opened the Chamber of Secrets, like before.",fear
1645,1646,60,35,68,We do not speak of it. It is an ancient creature we spiders fear above all others.,2,Aragog,aragog,We do not speak of it. It is an ancient creature we spiders fear above all others.,fear
1646,1647,60,35,1,But have you seen it?,2,Harry Potter,harry potter,But have you seen it?,surprise
1648,1649,60,35,2,Harry!,2,Ron Weasley,ron weasley,Harry!,surprise
1649,1650,60,35,1,What?,2,Harry Potter,harry potter,What?,surprise
1650,1651,60,35,2,Ahh- hhh,2,Ron Weasley,ron weasley,Ahh- hhh,fear
1653,1654,61,35,2,Can we panic now?,2,Ron Weasley,ron weasley,Can we panic now?,fear
1657,1658,61,35,1,Let's go! Arania exumai! Go!,2,Harry Potter,harry potter,Let's go! Arania exumai! Go!,anger
1658,1659,61,35,1,Whoah!,2,Harry Potter,harry potter,Whoah!,surprise
1659,1660,61,35,2,Whoah!,2,Ron Weasley,ron weasley,Whoah!,surprise
1660,1661,61,35,2,Glad we're out of there! Ah- Aaaah!,2,Ron Weasley,ron weasley,Glad we're out of there! Ah- Aaaah!,joy
1661,1662,61,35,1,Arania exumai!,2,Harry Potter,harry potter,Arania exumai!,surprise
1663,1664,61,35,1,Don't mention it. Get us out of here. Now! Come on! Come on! Move faster!,2,Harry Potter,harry potter,Don't mention it. Get us out of here. Now! Come on! Come on! Move faster!,anger
1666,1667,61,35,1,Go on! Go! Get us in the air.,2,Harry Potter,harry potter,Go on! Go! Get us in the air.,anger
1667,1668,61,35,2,The flying gear's jammed!,2,Ron Weasley,ron weasley,The flying gear's jammed!,anger
1668,1669,61,35,1,Come on! Pull!,2,Harry Potter,harry potter,Come on! Pull!,anger
1669,1670,61,35,2,I'm trying!,2,Ron Weasley,ron weasley,I'm trying!,anger
1670,1671,61,35,2,"Follow the spiders! Follow the spiders! If Hagrid ever gets out of Azkaban, I'll kill him! I mean, what was the point of sending us in there? What have we found out?",2,Ron Weasley,ron weasley,"Follow the spiders! Follow the spiders! If Hagrid ever gets out of Azkaban, I'll kill him! I mean, what was the point of sending us in there? What have we found out?",anger
1672,1673,62,43,1,"Wish you were here Hermione. We need you now, more than ever.",2,Harry Potter,harry potter,"Wish you were here Hermione. We need you now, more than ever.",sadness
1673,1674,62,43,2,What's that?,2,Ron Weasley,ron weasley,What's that?,surprise
1674,1675,62,43,1,"Ron, this is why Hermione was in the Library the day she was attacked. Come on!",2,Harry Potter,harry potter,"Ron, this is why Hermione was in the Library the day she was attacked. Come on!",anger
1675,1676,62,43,1,"'Of the many fearsome beasts that roam our land, none is more deadly than the basilisk. Capable of living for hundreds of years, instant death awaits any who meet this giant serpent's eye. Spiders flee before it.' Ron, this is it. The monster in the Chamber of Secrets is a basilisk. That's why I can hear it speak. It's a snake!",2,Harry Potter,harry potter,"'Of the many fearsome beasts that roam our land, none is more deadly than the basilisk. Capable of living for hundreds of years, instant death awaits any who meet this giant serpent's eye. Spiders flee before it.' Ron, this is it. The monster in the Chamber of Secrets is a basilisk. That's why I can hear it speak. It's a snake!",fear
1676,1677,62,43,2,"But if it kills by looking people in the eye, why is it no one's dead?",2,Ron Weasley,ron weasley,"But if it kills by looking people in the eye, why is it no one's dead?",anger
1682,1683,62,43,2,Pipes? It's using the plumbing!,2,Ron Weasley,ron weasley,Pipes? It's using the plumbing!,surprise
1683,1684,62,43,1,"Remember what Aragog said, about that girl fifty years ago? She died in a bathroom? What if she never left?",2,Harry Potter,harry potter,"Remember what Aragog said, about that girl fifty years ago? She died in a bathroom? What if she never left?",surprise
1686,1687,62,28,7,"As you can see, the Heir of Slytherin has left another message. Our worst fear has been realized. A student has been taken by the monster into the Chamber itself. The students must be sent home. I'm afraid this is the end of Hogwarts.",2,Minerva McGonagall,minerva mcgonagall,"As you can see, the Heir of Slytherin has left another message. Our worst fear has been realized. A student has been taken by the monster into the Chamber itself. The students must be sent home. I'm afraid this is the end of Hogwarts.",fear
1687,1688,62,28,28,So sorry- dozed off- what have I missed?,2,Gilderoy Lockhart,gilderoy lockhart,So sorry- dozed off- what have I missed?,sadness
1689,1690,62,28,28,My m-moment?,2,Gilderoy Lockhart,gilderoy lockhart,My m-moment?,surprise
1690,1691,62,28,6,Weren't you saying just last night that you've known all along where the entrance to the Chamber of Secrets is?,2,Severus Snape,severus snape,Weren't you saying just last night that you've known all along where the entrance to the Chamber of Secrets is?,surprise
1697,1698,63,30,1,"Professor, we have some information for you! Are you going somewhere?",2,Harry Potter,harry potter,"Professor, we have some information for you! Are you going somewhere?",surprise
1698,1699,63,30,28,"Uh, ah- well, yes- um, urgent call- unavoidable- got to go.",2,Gilderoy Lockhart,gilderoy lockhart,"Uh, ah- well, yes- um, urgent call- unavoidable- got to go.",fear
1699,1700,63,30,2,What about my sister?!,2,Ron Weasley,ron weasley,What about my sister?!,anger
1700,1701,63,30,28,"Well, um- as to that, most unfortunate. No one regrets more than I.",2,Gilderoy Lockhart,gilderoy lockhart,"Well, um- as to that, most unfortunate. No one regrets more than I.",sadness
1701,1702,63,30,2,You're the Defense Against the Dark Arts teacher! You can't go now!,2,Ron Weasley,ron weasley,You're the Defense Against the Dark Arts teacher! You can't go now!,anger
1703,1704,63,30,1,You're running away? After all that stuff you did in your books?,2,Harry Potter,harry potter,You're running away? After all that stuff you did in your books?,surprise
1705,1706,63,30,1,You wrote them!,2,Harry Potter,harry potter,You wrote them!,anger
1706,1707,63,30,28,"My dear boy, do use your common sense! My books wouldn't have sold half as well if people didn't think I'd done all those things!",2,Gilderoy Lockhart,gilderoy lockhart,"My dear boy, do use your common sense! My books wouldn't have sold half as well if people didn't think I'd done all those things!",anger
1707,1708,63,30,1,You're a fraud! You've just been taking credit for what other wizards have done!,2,Harry Potter,harry potter,You're a fraud! You've just been taking credit for what other wizards have done!,anger
1710,1711,63,30,1,Don't even think about it.,2,Harry Potter,harry potter,Don't even think about it.,anger
1711,1712,63,46,39,"Oh! Who's there? Oh! Hello, Harry! Ron. What do you want?",2,Moaning Myrtle,moaning myrtle,"Oh! Who's there? Oh! Hello, Harry! Ron. What do you want?",surprise
1712,1713,63,46,1,To ask you how you died.,2,Harry Potter,harry potter,To ask you how you died.,sadness
1713,1714,63,46,39,"Oh! It was dreadful. It happened right here in this very cubicle. I'd hidden because Olive Hornby was teasing me about my glasses. I was crying, and then I heard somebody come in.",2,Moaning Myrtle,moaning myrtle,"Oh! It was dreadful. It happened right here in this very cubicle. I'd hidden because Olive Hornby was teasing me about my glasses. I was crying, and then I heard somebody come in.",fear
1715,1716,63,46,39,"I don't know. I was Distraught! Huhh-huhBut they said something funny, a kind of made up language. And I realized it was a boy speaking, so I unlocked the door to tell him to go away and I died.",2,Moaning Myrtle,moaning myrtle,"I don't know. I was Distraught! Huhh-huhBut they said something funny, a kind of made up language. And I realized it was a boy speaking, so I unlocked the door to tell him to go away and I died.",fear
1716,1717,63,46,1,Just like that? How?,2,Harry Potter,harry potter,Just like that? How?,surprise
1717,1718,63,46,39,"I just remember seeing a pair of great big yellow eyesover there, by that sink. Ohhhhooo",2,Moaning Myrtle,moaning myrtle,"I just remember seeing a pair of great big yellow eyesover there, by that sink. Ohhhhooo",surprise
1719,1720,63,46,2,"Say something. Harry, say something in Parseltongue!",2,Ron Weasley,ron weasley,"Say something. Harry, say something in Parseltongue!",anger
1721,1722,63,46,28,"Excellent, Harry. Haa! Good work! Well then, I'll just be, ah There's no need for me to stay.",2,Gilderoy Lockhart,gilderoy lockhart,"Excellent, Harry. Haa! Good work! Well then, I'll just be, ah There's no need for me to stay.",joy
1722,1723,63,46,1,"Oh, yes there is! You first.",2,Harry Potter,harry potter,"Oh, yes there is! You first.",surprise
1723,1724,63,46,28,"Now, boys what good will it do?",2,Gilderoy Lockhart,gilderoy lockhart,"Now, boys what good will it do?",anger
1729,1730,63,46,1,Aaah!,2,Harry Potter,harry potter,Aaah!,joy
1730,1731,63,46,2,Aaah!,2,Ron Weasley,ron weasley,Aaah!,joy
1733,1734,63,25,2,Go on.,2,Ron Weasley,ron weasley,Go on.,anger
1735,1736,64,25,2,What's this?,2,Ron Weasley,ron weasley,What's this?,surprise
1738,1739,64,25,2,"Bloody hell. Whatever shed this must be sixty feet long-- or more! Heart of a lion, this one.",2,Ron Weasley,ron weasley,"Bloody hell. Whatever shed this must be sixty feet long-- or more! Heart of a lion, this one.",anger
1739,1740,64,25,28,"The adventure ends here, boys. But don't fret. The world will know our story. How I was too late to save the girl. How you two tragically lost your minds at the sight of her mangled body. So, you first, Mr. Potter. Say good-bye to your memories. Obliviate!",2,Gilderoy Lockhart,gilderoy lockhart,"The adventure ends here, boys. But don't fret. The world will know our story. How I was too late to save the girl. How you two tragically lost your minds at the sight of her mangled body. So, you first, Mr. Potter. Say good-bye to your memories. Obliviate!",sadness
1740,1741,64,25,2,Harry! Harry!,2,Ron Weasley,ron weasley,Harry! Harry!,surprise
1741,1742,64,25,1,"Ron! Ron, are you ok?",2,Harry Potter,harry potter,"Ron! Ron, are you ok?",surprise
1742,1743,64,25,2,I'm fine!,2,Ron Weasley,ron weasley,I'm fine!,anger
1743,1744,64,25,28,Uhh Hello. Who are you?,2,Gilderoy Lockhart,gilderoy lockhart,Uhh Hello. Who are you?,surprise
1745,1746,64,25,28,"Really? And uh, who- who am I?",2,Gilderoy Lockhart,gilderoy lockhart,"Really? And uh, who- who am I?",surprise
1746,1747,64,25,2,Lockhart's memory charm backfired. He hasn't got a clue who he is!,2,Ron Weasley,ron weasley,Lockhart's memory charm backfired. He hasn't got a clue who he is!,anger
1748,1749,64,25,2,No!,2,Ron Weasley,ron weasley,No!,anger
1749,1750,64,25,28,Really? Well?,2,Gilderoy Lockhart,gilderoy lockhart,Really? Well?,surprise
1750,1751,64,25,2,What'll do I do now?,2,Ron Weasley,ron weasley,What'll do I do now?,fear
1754,1755,65,25,1,"Ginny Ginny! Oh, Ginny, please don't be dead. Wake up. Wake up! Please, wake up!",2,Harry Potter,harry potter,"Ginny Ginny! Oh, Ginny, please don't be dead. Wake up. Wake up! Please, wake up!",anger
1756,1757,65,25,1,"Tom. Tom Riddle! What do you mean, 'she won't wake?' She's not?",2,Harry Potter,harry potter,"Tom. Tom Riddle! What do you mean, 'she won't wake?' She's not?",surprise
1758,1759,65,25,1,Are you a ghost?,2,Harry Potter,harry potter,Are you a ghost?,surprise
1760,1761,65,25,1,"She's cold as ice. Ginny, please don't be dead. Wake up! You've got to help me, Tom. There's a basilisk.",2,Harry Potter,harry potter,"She's cold as ice. Ginny, please don't be dead. Wake up! You've got to help me, Tom. There's a basilisk.",fear
1764,1765,65,25,1,"Listen, we've got to go! We've got to save her!",2,Harry Potter,harry potter,"Listen, we've got to go! We've got to save her!",anger
1765,1766,65,25,24,"I'm afraid I can't do that, Harry. You see, as poor Ginny grows weaker, I grow stronger. Yes Harry, it was Ginny Weasley who opened the Chamber of Secrets.",2,Tom Riddle,tom riddle,"I'm afraid I can't do that, Harry. You see, as poor Ginny grows weaker, I grow stronger. Yes Harry, it was Ginny Weasley who opened the Chamber of Secrets.",fear
1766,1767,65,25,1,No. She couldn't. She wouldn't!,2,Harry Potter,harry potter,No. She couldn't. She wouldn't!,anger
1767,1768,65,25,24,"It was Ginny who set the basilisk on the Mudbloods and Filch's cat, Ginny who wrote the threatening messages on the walls.",2,Tom Riddle,tom riddle,"It was Ginny who set the basilisk on the Mudbloods and Filch's cat, Ginny who wrote the threatening messages on the walls.",fear
1768,1769,65,25,1,But why?,2,Harry Potter,harry potter,But why?,surprise
1769,1770,65,25,24,"Because I told her to. You'll find that I can be very persuasive. Not that she knew what she was doing. She was, shall we say, in a kind of trance. Still, the power of the diary began to scare her. And she tried to dispose of it in the girl's bathroom. And then, who should find it, but you? The very person I was most anxious to meet.",2,Tom Riddle,tom riddle,"Because I told her to. You'll find that I can be very persuasive. Not that she knew what she was doing. She was, shall we say, in a kind of trance. Still, the power of the diary began to scare her. And she tried to dispose of it in the girl's bathroom. And then, who should find it, but you? The very person I was most anxious to meet.",fear
1770,1771,65,25,1,"But, why did you want to meet me?",2,Harry Potter,harry potter,"But, why did you want to meet me?",surprise
1772,1773,65,25,1,"Hagrid's my friend! And you framed him, didn't you?",2,Harry Potter,harry potter,"Hagrid's my friend! And you framed him, didn't you?",anger
1773,1774,65,25,24,It was my word against Hagrid's. Only Dumbledore seemed to think he was innocent.,2,Tom Riddle,tom riddle,It was my word against Hagrid's. Only Dumbledore seemed to think he was innocent.,fear
1777,1778,65,25,24,"Haven't I told you? Killing Mudbloods doesn't matter to me anymore. For many months now, my new target has been you. How is it that a baby, with no extraordinary magical talent, was able to defeat the greatest wizard of all time? How did you escape with nothing but a scar, while Lord Voldemort's powers were destroyed?",2,Tom Riddle,tom riddle,"Haven't I told you? Killing Mudbloods doesn't matter to me anymore. For many months now, my new target has been you. How is it that a baby, with no extraordinary magical talent, was able to defeat the greatest wizard of all time? How did you escape with nothing but a scar, while Lord Voldemort's powers were destroyed?",surprise
1778,1779,65,25,1,Why do you care how I escaped? Voldemort was after your time.,2,Harry Potter,harry potter,Why do you care how I escaped? Voldemort was after your time.,anger
